X,Y
4.580549482240905,10.000537747409137
3.0834960696491165,2.5210849340553763
2.314870450355623,4.897967898416259
2.7742455175612593,6.363166482381815
8.172348119026699,18.6211393381772
1.1134663609249817,3.087265861831578
6.264372289542525,14.08868923032688
2.7678788663651432,6.419703553661254
6.821746741884953,17.722666515185313
6.78970783910743,15.556505019041419
7.967174185877428,17.816472348080147
0.4580216252273306,1.2820328772192768
9.125982744103684,23.29031911941893
2.1381598633706664,0.2903979546220752
3.036373012725162,8.68934834013497
9.890636234503386,19.98899727564336
1.8588150292112893,4.530485211920396
9.887248354111614,21.254554742959943
7.5008423137196525,18.408425713912752
2.22386045114342,7.7163432855709235
1.4790390832973144,3.105303717879778
5.157902751114602,15.09126171898409
3.9425831857346916,7.430446706187581
0.6988012537220922,3.631804047330691
3.3822577019397038,9.18208853189505
0.11037221290141064,1.262070077498357
7.675278580610183,20.119021270686712
8.747221304561583,20.6250783887835
5.335943207155706,13.603922614791347
0.8441274952858868,0.9828058597660172
8.243311957229707,14.346690988228605
5.045811950103561,13.71846852253352
8.816186268936642,16.633679606647412
1.740462848126646,3.5977968427006886
4.029578863451557,10.215545240382427
8.321265440864543,16.43945941914802
9.786624717697388,22.06579773002439
6.191647652048039,13.178436113279352
8.699206553257312,18.42225066299897
2.488769000803396,6.019525377389682
6.430339587879429,12.952433874732804
3.0045065897070167,5.403953832738445
2.453605527430487,7.0916152606573855
5.460236833379476,10.88566402515944
1.1976084216652405,5.845445787926738
3.4309670551480806,12.349916348878217
6.317869650748763,13.709093320259681
8.315519215568317,15.825440102207988
3.5538789288904873,11.234578443421047
2.354117649464916,3.6702009425903817
8.02035333030943,15.752123600429616
6.037128619658576,16.838016842539584
4.936301390260263,8.981612131109154
9.330511565472905,20.966466219100838
6.5311175235395975,12.44039017478401
6.788494249642074,16.48388999620497
3.1165886983653133,9.19532688514113
1.2014239391120318,5.534106567397411
1.549182335015491,6.856660306489738
7.6611196699391195,17.312630850433525
5.125028898620262,6.56161467448299
4.616039736915902,10.373024546511006
7.52662627879419,17.594702188465675
9.511063320046826,20.28202989497852
1.3694077059635323,3.9435318458889372
9.491856569629707,20.844862099974307
1.154831676729584,4.557760072537724
9.902744263030845,17.898165461502163
4.401318553618526,11.752052156848402
1.421508618143038,4.619783429774358
6.7279066090475546,14.083599848208133
2.6536320140082603,3.521797115889833
5.734789718254368,12.750379961403652
1.136119942608963,3.223968056148486
8.596109007243236,15.664970366184061
0.030834986940074804,-1.0631586899202152
5.345076774262816,10.761070083581744
4.5556754148110725,8.481604503152845
4.579670059108976,8.418960950552963
7.042890597585738,17.764255254055097
0.40619300617455,2.602766644054792
2.2154597283124158,7.157818103427147
3.4683272797773332,7.798264683441456
9.58537185886719,14.602128169999185
4.731502997620308,12.139417678854706
6.2075745711706976,13.874141596493558
3.7598711029863163,11.500782553796173
3.679166029612589,5.085588246986881
5.492852455390711,10.100666503730194
5.271609204112783,9.869299265501892
8.561514534508547,19.903139847762777
7.425894694272182,11.849003717871048
5.706253140859234,14.586848359610649
6.487485913271719,13.854753792168566
0.14654075559076607,1.5217332829523615
0.7257532288356017,6.934431083368532
5.79595850732121,14.918305040998753
8.969776464372746,17.755298454530955
3.2634559720401324,8.587183027839329
2.871581592086583,7.512513475648193
